作业流水号,号牌号码,车架号,保险单开始时间,保险单结束时间,号牌种类,检测站
2018071003079,粤AP609E,LFV3A24F3B3039678,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071003080,粤E8421,LA9BF3F89C1XJH191,2018/1/1 0:00,2018/12/31 0:00,挂车,广州市顺通机动车检测有限公司
2018071003081,粤AKC542,LZL10T1AX8HK17754,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州市增城区摩托车检测站
2018071003082,粤A756FY,LFP43BJC8A6S02063,2018/4/19 0:00,2019/4/18 0:00,小型汽车,广州科韵汽车检测有限公司
2018071003083,粤A501RE,LWLNKR8B1BL078137,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071003085,粤FFP659,LFV2A11G9B3523907,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071003086,粤AD3M22,LGXC14AA2A1104545,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003087,粤RB7289,LDC703L23B1586974,2017/8/20 0:00,2018/8/19 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071003088,粤A8EK19,LVGBH42K06G012556,2018/3/31 0:00,2019/3/30 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003089,粤AUD163,LSVCH49F642282415,2017/8/11 0:00,2018/8/10 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003090,粤10405,LVGEN56A5GG084111,2018/6/9 0:00,2019/6/8 0:00,领馆汽车,广州市普安机动车检测有限公司
2018071003091,粤AJ51U3,LSCABN3R6CE014312,,,小型汽车,广州市集威汽车检测有限公司
2018071003093,粤AF463,LWBDCJ805D1000052,2017/7/29 0:00,2018/7/28 0:00,警用摩托车,广州市升平机动车检测有限公司
2018071003094,粤AR976T,LFV3A28K6C3049078,2017/8/12 0:00,2018/8/11 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003096,粤AA276,LJNTGU2G75N019739,2018/1/12 0:00,2019/1/11 0:00,警用汽车,广州市京晟机动车检测有限公司
2018071003097,粤A402908,LZWCAAGA0JE402908,2018/7/10 0:00,2019/7/10 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003098,粤J098XN,LC6PCK5S7D0009422,2018/2/14 0:00,2019/2/13 0:00,普通摩托车,广州市番禺区番安机动车检测站
2018071003099,粤RED170,LHGRB184662006824,,,小型汽车,广州从化河东南汽车检测站有限公司
2018071003100,粤A1DH96,JTJHY00WXD4140200,2017/12/8 0:00,2018/12/7 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071003101,粤A088HX,LSJA16E93AG020648,2018/6/12 0:00,2019/6/11 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071003103,粤A3MT22,LEFYECG22FHN61518,2017/8/26 0:00,2018/8/25 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003104,粤A508UW,LHGCG5664Y2010439,,,小型汽车,广州市途进汽车检测有限公司
2018071003105,粤F3J818,LYMTJAA6XCA546924,2017/8/22 0:00,2018/8/21 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003106,粤A07107,LSGDC82C42S184997,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071003108,粤ARP766,LFMBE85B570052220,2017/9/1 0:00,2018/8/31 0:00,小型汽车,增城市新塘机动车检测站
2018071003109,粤AM719S,LFV3A23C5C3031106,2018/6/9 0:00,2019/6/8 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003110,粤A755WG,LH17CKJFX4H024916,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州市番通汽车检测有限公司
2018071003111,粤AS9G17,LVSHCFDB3CE035621,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003113,粤Y15P95,LJNMDV1L9BN046342,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071003114,粤AK8962,LJ11KCBC5C1021749,2017/9/1 0:00,2018/8/31 0:00,大型汽车,广州市升平机动车检测有限公司
2018071003116,粤AD51X4,LEFYFCG2XGHN47736,2018/7/8 0:00,2019/7/7 0:00,小型汽车,增城市新塘机动车检测站
2018071003117,粤A67E45,LSGDC82D37E024852,2018/7/27 0:00,2019/7/26 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071003119,粤A3GP28,LGG7B2D10EZ092126,2017/8/21 0:00,2018/8/20 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003120,粤BP33G6,LVZA43F9XEC532642,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003121,粤A3U849,LNPFPGAC828514445,2018/6/23 0:00,2019/6/22 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071003122,粤BT26T1,LZWACAGA6E6053190,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071003124,粤RAZ367,LA96C45156ZDD1341,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州市升平机动车检测有限公司
2018071003125,粤FYE795,LANPCJ3B4D0056130,2017/9/2 0:00,2018/9/1 0:00,普通摩托车,广州市集威汽车检测有限公司
2018071003126,粤A570HV,LVBV3JBB3AJ016208,,,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071003128,粤AP6Z23,LGXC16AFXC0047754,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003130,粤A447G8,LWBPCJ1R3C1017629,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州市增城区摩托车检测站
2018071003131,粤A586HX,LGBF1DE06AR267625,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003132,粤AV739H,JTJZA11A0C2429761,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003133,粤AN881T,LHGGE877992004248,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071003134,粤A0TM27,LZZ1BAFB5HE619785,2018/6/23 0:00,2019/6/22 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003135,粤X5888G,LHGRC3848G8029786,2018/4/2 0:00,2019/4/1 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071003136,粤A5EM93,LVZKN21A6DC552785,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071003137,粤A352Q9,SALAN25468A486695,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市升平机动车检测有限公司
2018071003138,粤ABG031,LDC818E2610000977,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003139,粤A7212M,LFV2A2150A3051860,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071003140,粤AD41R3,LJ11KBBD1G9010631,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071003141,粤AP523L,LBVFP1901BSE21313,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003142,粤AC535G,LVHCU2620C5002871,2018/2/7 0:00,2019/2/6 0:00,小型汽车,广州市番通汽车检测有限公司
2018071003143,粤A501FM,LFMARE2C1A0260467,2018/7/2 0:00,2019/7/1 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003144,粤AS6G62,L106D2A56C1008400,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071003146,粤A1AR91,JTJBK11A9C2451000,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071003147,粤AVJ552,LSCBB13D67G048052,2018/1/8 0:00,2019/1/7 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071003148,粤AN8390,LJ11KDBD999900583,2017/11/15 0:00,2018/11/14 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071003149,粤R34N25,LZWADAGA1G8433039,2017/8/23 0:00,2018/8/22 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071003150,粤A0FC55,LJ11KBBC0E8013076,2018/7/11 0:00,2019/7/10 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071003151,粤AKN363,JTEBX3FJXCK084435,2018/5/2 0:00,2019/5/1 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003152,粤A3963G,LVHRE1839A5011783,2018/6/21 0:00,2019/6/20 0:00,小型汽车,增城市新塘机动车检测站
2018071003154,粤OAA301,LL625BC083A006382,2018/3/16 0:00,2019/3/15 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003155,粤AM58N8,4JGDF6EE2GA705762,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003156,粤TWD635,LNBMDBAF2EU067724,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071003157,粤A137SP,LHGGD374752025718,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003158,粤AD05C4,LVBV3JBB5GJ027400,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003159,粤A687AG,LJDGAA22890006916,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003161,粤A410D5,LAELC34559E004759,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003162,粤AJE268891,LSCABN3R6JE268891,2018/7/12 0:00,2019/7/11 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003163,粤A9089Y,LFMAC22C560752216,2018/6/13 0:00,2019/6/12 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003165,粤AG069J,LGBF1DE06BR058905,2017/8/31 0:00,2018/8/30 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003166,粤A587LB,LHGRB184X62020693,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州广保安车辆检测有限公司
2018071003167,粤AS6J53,LGBM2AE41CS003973,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003168,粤Y73E93,LZWACAGA8C7110304,2017/8/4 0:00,2018/8/3 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071003169,粤AR1U27,LVBV3JBB5BJ044108,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071003170,粤A6D3T0,LSGJU52P84S318298,2017/10/6 0:00,2018/10/5 0:00,小型汽车,广州市普安机动车检测有限公司
2018071003171,粤A769KS,LFV2A11G5A3519190,2017/9/18 0:00,2018/9/17 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003172,湘BS4858,LGBF1DE059R169357,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071003173,粤AN0965,LZYTAGDS0E1014176,2018/7/4 0:00,2019/7/3 0:00,大型汽车,广州交通集团汽车检测服务有限公司
2018071003174,粤A68B80,LSGUD82C96E017584,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003175,粤A536P6,LHGCP268582003239,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003176,粤AD06X1,LVCB2NVA6GS033809,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003177,粤A3E8Y5,LGBF5AE06HR295566,2017/9/22 0:00,2018/9/21 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071003178,粤A289A8,LVSFFSAF27F001054,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071003179,粤A893VG,LHGGE6832C2003790,2017/9/3 0:00,2018/9/2 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003180,粤A3969K,YV1DZ9954A2052984,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003181,粤AH519C,LJ16AA330A7039713,2017/9/14 0:00,2018/9/13 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003182,粤AB84L7,LGG7B2D1XEZ097396,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003183,粤A0AR96,JF1SH92F9BG248612,2017/12/17 0:00,2018/12/16 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003184,粤AS7817,LGDXWA1T3FH114175,2018/6/28 0:00,2019/6/27 0:00,大型汽车,广州市顺通机动车检测有限公司
2018071003185,粤A788B6,LFV3A28K1B3034714,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071003186,粤A3PY53,LWLNKA1V3FL046091,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071003187,湘D3DE66,LNBMDBAF8FU277892,2018/3/25 0:00,2019/3/24 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003188,粤AN577Z,LVHRM4859C5038684,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州市番通汽车检测有限公司
2018071003189,粤AW792M,LBVCU5107CSF05958,,,小型汽车,广州市番鸿汽车检测有限公司
2018071003190,粤AL19L1,LSGVA54R2AY156007,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071003191,粤B4Y759,JTDBE30K600293030,2017/9/17 0:00,2018/9/16 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071003192,浙JP756T,YV1TS614951400306,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州市普安机动车检测有限公司
2018071003193,粤A1FU47,LJ11KBBC1E8016682,2018/6/2 0:00,2019/6/1 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071003194,粤AY5Q42,LJDCAA233C0051082,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003195,粤AB46T6,JTEBN95J520102215,2018/1/18 0:00,2019/1/17 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003196,粤KPK902,LSGSJ52N24Y032732,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003197,粤A921D0,LAEDAZ4C8AU400402,2017/7/28 0:00,2018/7/27 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003198,粤A830VA,LHGCP2683B8032520,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003199,粤AY821G,LVSHFFALXAN074627,2017/11/6 0:00,2018/11/5 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071003200,粤AK255C,LGBG22E01CY525998,2017/9/11 0:00,2018/9/10 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003201,粤A8K7Z0,LSVCG49F032288423,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州从速机动车服务有限公司
2018071003202,粤AV212D,LFMARE2C4A0272029,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003203,粤J20M56,LS4ASB3E1GA704585,2017/8/11 0:00,2018/8/10 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003204,粤A2RR67,LZWDAAGA5FA013118,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071003205,粤A6133W,LHGGD652332024209,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071003206,粤A189MS,LGBF1AE02BR042540,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003207,粤A9G5C8,LSVRP41T2B2379039,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003208,粤AG115V,LS5A3ADE8AB051515,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071003209,粤AD8S03,LGBF1AE02BR033367,2017/9/30 0:00,2018/9/29 0:00,小型汽车,广州市普安机动车检测有限公司
2018071003210,粤T50N83,LNBMDBAF6GU108729,2017/9/8 0:00,2018/9/7 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003211,粤ABZ659,LFNAFRKM5GAD29770,2018/6/23 0:00,2019/6/22 0:00,大型汽车,广州市安骏机动车检测服务有限公司
2018071003212,粤AZ839D,LVGDA46A59G008151,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市顺锦汽车检测服务有限公司
2018071003213,粤AM6907,LFNCRULX7D1F35647,2018/5/2 0:00,2019/5/1 0:00,大型汽车,广州市广骏信源汽车检测服务有限公司
2018071003214,粤AR9B26,LVGBF53K5CG046241,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003215,粤AX713R,WBAPG5107AA839562,2017/8/6 0:00,2018/8/5 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003216,粤AN2C78,5.66012E+11,2017/10/1 0:00,2018/9/30 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003217,粤AD6P02,LFV2A2159B3552277,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003218,粤AG2043,LZYTDTD69A1026324,2017/9/30 0:00,2018/9/29 0:00,大型汽车,广州市万众汽车检测有限公司
2018071003219,粤A5607Q,LB1WA7B30D8036817,2017/10/29 0:00,2018/10/28 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003220,陕GC8005,LSGPB54R3BS186174,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071003221,粤Y27E99,LZWADAGA6C8163591,,,小型汽车,广州隆新汽车检测服务有限公司
2018071003222,粤A1QP72,LFMBE22D380127078,2017/10/1 0:00,2018/9/30 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003223,粤A0311L,LHGGE683X92020152,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071003224,粤AHF009567,LJ11KBBCXHF009567,,,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003225,粤AJ837B,LVHFA1617B5055413,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071003226,粤A0AU48,LFMAP92A7C0084636,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003227,粤A0527J,TRUAF28J291029105,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州潮荣汽检发展有限公司
2018071003228,粤A7QY33,LVBV3JBB4FJ038046,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071003229,粤AU516H,WBAPH1101AA639329,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071003230,粤AY188W,LJ16AA23767017510,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071003231,粤A560L6,LNVU1CA338V300323,2017/9/21 0:00,2018/9/20 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071003232,粤A5D6G3,LJ16AA339E7003976,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003233,粤AM926C,LGBG22E008Y131643,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州科韵汽车检测有限公司
2018071003234,粤A70A76,LVFAB2AD86G004973,2017/10/1 0:00,2018/9/30 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071003235,粤A508UW,LHGCG5664Y2010439,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州市途进汽车检测有限公司
2018071003236,粤A1793W,JTHBW46GXB2037128,2018/3/7 0:00,2019/3/6 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003237,粤ARZ308,LGBK22E718Y037200,2017/7/28 0:00,2018/7/28 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071003238,粤AT7M56,LZWCAAGA8D7072668,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071003239,粤A0UY29,WMWSR3108CT290938,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003240,粤A711WT,LGB1ACE3XAZ025807,2017/9/30 0:00,2018/9/29 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003241,粤AW5812,LA86A0HB18S000227,2017/8/21 0:00,2018/8/20 0:00,大型汽车,增城市安迅机动车检测有限公司
2018071003242,粤AJHN37394,LEFYFCG23JHN37394,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州八镒汽车科技有限公司
2018071003243,粤AE977C,LFMAP22C6B0282650,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071003244,粤AM159H,LS4BDB3D7AF054399,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003245,粤AQ098C,LVGBH42K79G314429,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071003246,粤A803R1,LSYAAAAB48K094813,2017/11/11 0:00,2018/11/10 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071003247,粤A778WM,LFMAPE2C6A0185108,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003248,粤A6Y799,LGBE1AE063Y003484,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003249,粤AN576H,LSGGF53W8CH140429,2017/8/17 0:00,2018/8/16 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003250,粤L5J066,LZWACAGA2E7045050,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003251,粤A24X81,LJDBAA33050155011,2017/8/13 0:00,2018/8/12 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071003252,粤AFN099,LFMJW30F090012006,2017/8/20 0:00,2018/8/19 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071003253,粤AJE268929,LSCABN3R5JE268929,2018/7/12 0:00,2019/7/11 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003254,粤A62S32,LZWACAGA6B4208215,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071003255,粤AG632U,LZWACAGA7A7127219,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003256,粤A50C63,LDNE7DYP160124039,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003257,粤A105P0,LHGCP260188026783,2017/8/19 0:00,2018/8/18 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003258,粤A547JQ,LZWACAGA4A1093467,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071003259,粤BDQ131,LHGRB187682013611,2017/9/25 0:00,2018/9/24 0:00,小型汽车,广州科韵汽车检测有限公司
2018071003260,粤AS536C,LFPM4ACC1C1A26674,2017/8/20 0:00,2018/8/19 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071003261,粤A163WE,LFMARE2CXA0252643,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071003262,粤AKV442,LBEPCCDK25X197705,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州市巽安汽车检测服务有限公司
2018071003263,粤AE6N98,LZWACAGA9B7051844,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003264,粤A160AG,LEFYFCG229HN22669,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003265,粤AVC239,LGBH1AE017Y025654,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003266,粤AJ8005945,LJ11KFBD4J8005945,2018/7/10 0:00,2019/7/9 0:00,新车,广州市巽安汽车检测服务有限公司
2018071003267,粤A1DP00,LFV3B28R8B3025325,2017/8/25 0:00,2018/8/24 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003269,粤B8ZL22,LVSHBFDC9CF264522,2017/9/11 0:00,2018/9/10 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071003270,粤AN2797,LZYTAGDS2E1013756,2018/6/10 0:00,2019/6/9 0:00,大型汽车,广州市城市客运交通技术咨询服务中心
2018071003272,粤AG360J,LFV2A2152B3535613,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071003273,粤AN9Y08,LVGDL25R0CG020205,2017/9/19 0:00,2018/9/18 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003274,粤AS1T58,LGBP12E0XCY120855,2017/8/8 0:00,2018/8/7 0:00,小型汽车,广州市普安机动车检测有限公司
2018071003275,粤AE252E,LVGES46A1AG015989,2018/5/29 0:00,2019/5/28 0:00,小型汽车,广州市顺锦汽车检测服务有限公司
2018071003276,粤AJL040602,LWLNKA6W2JL040602,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003277,粤A20Q75,LVGBE42K47G105803,2018/6/14 0:00,2019/6/13 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003278,粤AN1089,LB1RF4496E8002820,2017/8/17 0:00,2018/8/16 0:00,大型汽车,广州市翔龙机动车检测有限公司
2018071003280,粤AX920Y,LGBG22E059Y193380,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071003281,粤AV807M,LFV2B21K2B3245813,2017/11/19 0:00,2018/11/18 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003282,粤A5150Q,LSGPB64R5BS265299,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003283,粤ELL307,LGXC34DF990085530,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071003284,粤AY0P11,LSVT91330DN547466,2017/9/3 0:00,2018/9/2 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003285,粤AD3G14,LFMKV32F2B0088207,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市检安机动车检测有限公司
2018071003287,粤A9AP21,WAUAYC8P3CA117910,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003288,粤A2LU17,LHGRB3869C8019363,2017/10/1 0:00,2018/9/30 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003289,桂NSH757,LSVAH4188B2350845,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003290,粤A436N0,LSVAD41Z472079276,2018/7/4 0:00,2019/7/3 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071003291,粤AKX539,LTVBR22E350679529,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071003292,粤AJHN45955,LEFYECG29JHN45955,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003293,浙GWY972,LSGPC54RXAF072175,2018/5/26 0:00,2019/5/25 0:00,小型汽车,广东泰通机动车检测有限公司
2018071003294,粤AD6U95,LGB322E38BZ047404,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003295,粤A885AM,JTEES43A082093478,2017/9/1 0:00,2018/8/31 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071003296,粤AAJ458,LZZ7CGWBXGC206393,2018/7/11 0:00,2019/7/10 0:00,大型汽车,广东粤旅汽车检测有限公司检测站
